folder,image,variant,expected_fruit,expected_ripeness,predicted_fruit,predicted_ripeness,confidence,detected,fruit_correct,ripeness_correct,exact_correct
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-23dd490e-7dda-11ed-9371-ca27fdb58ae8_jpg.rf.0c6972cb9c6158bb71733cf3d0a90077.jpg,median3_bilateral,Banana,Ripe,Banana,Ripe,0.6210468411445618,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-23dd490e-7dda-11ed-9371-ca27fdb58ae8_jpg.rf.0c6972cb9c6158bb71733cf3d0a90077.jpg,median5_bilateral,Banana,Ripe,Banana,Unripe,0.606590747833252,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-23dd490e-7dda-11ed-9371-ca27fdb58ae8_jpg.rf.0c6972cb9c6158bb71733cf3d0a90077.jpg,median3_clahe,Banana,Ripe,Banana,Overripe,0.5443657636642456,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-23dd490e-7dda-11ed-9371-ca27fdb58ae8_jpg.rf.0c6972cb9c6158bb71733cf3d0a90077.jpg,median5_clahe,Banana,Ripe,Banana,Overripe,0.6136593818664551,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-456415b6-ebec-11ed-98aa-346f24e2fa38_jpg.rf.705ad4d0b0619112146cfbe0c0ccb6d5.jpg,resized_only,Banana,Ripe,Banana,Overripe,0.8750770688056946,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-456415b6-ebec-11ed-98aa-346f24e2fa38_jpg.rf.705ad4d0b0619112146cfbe0c0ccb6d5.jpg,median3_bilateral,Banana,Ripe,Banana,Overripe,0.8182049989700317,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-456415b6-ebec-11ed-98aa-346f24e2fa38_jpg.rf.705ad4d0b0619112146cfbe0c0ccb6d5.jpg,median5_bilateral,Banana,Ripe,Banana,Overripe,0.7894322276115417,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-456415b6-ebec-11ed-98aa-346f24e2fa38_jpg.rf.705ad4d0b0619112146cfbe0c0ccb6d5.jpg,median3_clahe,Banana,Ripe,Banana,Ripe,0.8200251460075378,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-456415b6-ebec-11ed-98aa-346f24e2fa38_jpg.rf.705ad4d0b0619112146cfbe0c0ccb6d5.jpg,median5_clahe,Banana,Ripe,Banana,Overripe,0.8015111684799194,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,resized_only,Banana,Ripe,Banana,Unripe,0.9620429873466492,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,median3_bilateral,Banana,Ripe,Banana,Unripe,0.9699903130531311,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,median5_bilateral,Banana,Ripe,Banana,Unripe,0.9716611504554749,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,median3_clahe,Banana,Ripe,Banana,Unripe,0.9562094211578369,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,median5_clahe,Banana,Ripe,Banana,Unripe,0.9595028162002563,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,resized_only,Banana,Ripe,Banana,Rotten,0.7353323101997375,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,median3_bilateral,Banana,Ripe,Banana,Rotten,0.6275674700737,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,median5_bilateral,Banana,Ripe,Banana,Rotten,0.690351665019989,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,median3_clahe,Banana,Ripe,Banana,Overripe,0.6143507957458496,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,median5_clahe,Banana,Ripe,Banana,Overripe,0.6580308675765991,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,resized_only,Banana,Ripe,Banana,Ripe,0.7715681791305542,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,median3_bilateral,Banana,Ripe,Banana,Ripe,0.7741059064865112,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,median5_bilateral,Banana,Ripe,Banana,Ripe,0.7715367078781128,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,median3_clahe,Banana,Ripe,Banana,Ripe,0.7227120399475098,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,median5_clahe,Banana,Ripe,Banana,Unripe,0.7506280541419983,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,resized_only,Banana,Ripe,Banana,Unripe,0.8762995600700378,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,median3_bilateral,Banana,Ripe,Banana,Unripe,0.8764365315437317,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,median5_bilateral,Banana,Ripe,Banana,Unripe,0.889484167098999,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,median3_clahe,Banana,Ripe,Banana,Unripe,0.8735036253929138,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,median5_clahe,Banana,Ripe,Banana,Unripe,0.8785279393196106,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,resized_only,Banana,Ripe,Banana,Ripe,0.8535056114196777,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,median3_bilateral,Banana,Ripe,Banana,Ripe,0.7998974919319153,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,median5_bilateral,Banana,Ripe,Banana,Ripe,0.7600170969963074,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,median3_clahe,Banana,Ripe,Banana,Ripe,0.7705625295639038,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,median5_clahe,Banana,Ripe,Banana,Ripe,0.7482553124427795,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,resized_only,Banana,Ripe,Banana,Unripe,0.7647845149040222,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,median3_bilateral,Banana,Ripe,Banana,Unripe,0.7895761132240295,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,median5_bilateral,Banana,Ripe,Banana,Ripe,0.835333526134491,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,median3_clahe,Banana,Ripe,Banana,Unripe,0.8115354180335999,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,median5_clahe,Banana,Ripe,Banana,Unripe,0.8293511271476746,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,resized_only,Banana,Ripe,Banana,Unripe,0.8552824854850769,True,True,False,False
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,median3_bilateral,Banana,Ripe,Banana,Ripe,0.8190555572509766,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,median5_bilateral,Banana,Ripe,Banana,Ripe,0.8675562739372253,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,median3_clahe,Banana,Ripe,Banana,Ripe,0.7744619846343994,True,True,True,True
Ripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,median5_clahe,Banana,Ripe,Banana,Ripe,0.760249674320221,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-00580edf-7dd9-11ed-9168-ca27fdb58ae8_jpg.rf.c98734c3f893939e9c8a6064f6bc735d.jpg,resized_only,Banana,Unripe,Banana,Unripe,0.8728833198547363,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-00580edf-7dd9-11ed-9168-ca27fdb58ae8_jpg.rf.c98734c3f893939e9c8a6064f6bc735d.jpg,median3_bilateral,Banana,Unripe,Banana,Unripe,0.8591349124908447,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-00580edf-7dd9-11ed-9168-ca27fdb58ae8_jpg.rf.c98734c3f893939e9c8a6064f6bc735d.jpg,median5_bilateral,Banana,Unripe,Banana,Unripe,0.8589705228805542,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-00580edf-7dd9-11ed-9168-ca27fdb58ae8_jpg.rf.c98734c3f893939e9c8a6064f6bc735d.jpg,median3_clahe,Banana,Unripe,Banana,Unripe,0.8723863363265991,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-00580edf-7dd9-11ed-9168-ca27fdb58ae8_jpg.rf.c98734c3f893939e9c8a6064f6bc735d.jpg,median5_clahe,Banana,Unripe,Banana,Unripe,0.8703237175941467,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-2c6a5f8a-ebe5-11ed-b05e-346f24e2fa38_jpg.rf.9563f89c1623d03e42e840fff91fefa2.jpg,resized_only,Banana,Unripe,Banana,Ripe,0.8908762335777283,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-2c6a5f8a-ebe5-11ed-b05e-346f24e2fa38_jpg.rf.9563f89c1623d03e42e840fff91fefa2.jpg,median3_bilateral,Banana,Unripe,Banana,Ripe,0.9432647228240967,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-2c6a5f8a-ebe5-11ed-b05e-346f24e2fa38_jpg.rf.9563f89c1623d03e42e840fff91fefa2.jpg,median5_bilateral,Banana,Unripe,Banana,Ripe,0.9558905959129333,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-2c6a5f8a-ebe5-11ed-b05e-346f24e2fa38_jpg.rf.9563f89c1623d03e42e840fff91fefa2.jpg,median3_clahe,Banana,Unripe,Banana,Overripe,0.9155539274215698,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-2c6a5f8a-ebe5-11ed-b05e-346f24e2fa38_jpg.rf.9563f89c1623d03e42e840fff91fefa2.jpg,median5_clahe,Banana,Unripe,Banana,Overripe,0.9124266505241394,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-516eb4c3-7dd9-11ed-9895-ca27fdb58ae8_jpg.rf.688aa6430d9afa2e64e2eb622e73c9a6.jpg,resized_only,Banana,Unripe,Banana,Unripe,0.6330682039260864,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-516eb4c3-7dd9-11ed-9895-ca27fdb58ae8_jpg.rf.688aa6430d9afa2e64e2eb622e73c9a6.jpg,median3_bilateral,Banana,Unripe,Banana,Unripe,0.5579869747161865,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-516eb4c3-7dd9-11ed-9895-ca27fdb58ae8_jpg.rf.688aa6430d9afa2e64e2eb622e73c9a6.jpg,median5_bilateral,Banana,Unripe,Banana,Unripe,0.547278642654419,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-516eb4c3-7dd9-11ed-9895-ca27fdb58ae8_jpg.rf.688aa6430d9afa2e64e2eb622e73c9a6.jpg,median3_clahe,Banana,Unripe,Banana,Unripe,0.5871109366416931,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-516eb4c3-7dd9-11ed-9895-ca27fdb58ae8_jpg.rf.688aa6430d9afa2e64e2eb622e73c9a6.jpg,median5_clahe,Banana,Unripe,Banana,Unripe,0.5714544653892517,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-740a0dd9-ebcb-11ed-b0d4-346f24e2fa38_jpg.rf.b4af3e7e5b400c59443d807ae8cb7a44.jpg,resized_only,Banana,Unripe,Banana,Overripe,0.8296250700950623,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-740a0dd9-ebcb-11ed-b0d4-346f24e2fa38_jpg.rf.b4af3e7e5b400c59443d807ae8cb7a44.jpg,median3_bilateral,Banana,Unripe,Banana,Ripe,0.7235667705535889,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-740a0dd9-ebcb-11ed-b0d4-346f24e2fa38_jpg.rf.b4af3e7e5b400c59443d807ae8cb7a44.jpg,median5_bilateral,Banana,Unripe,Banana,Unripe,0.716666579246521,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-740a0dd9-ebcb-11ed-b0d4-346f24e2fa38_jpg.rf.b4af3e7e5b400c59443d807ae8cb7a44.jpg,median3_clahe,Banana,Unripe,Banana,Overripe,0.877735435962677,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-740a0dd9-ebcb-11ed-b0d4-346f24e2fa38_jpg.rf.b4af3e7e5b400c59443d807ae8cb7a44.jpg,median5_clahe,Banana,Unripe,Banana,Overripe,0.8434977531433105,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-94bc9bef-ebe4-11ed-8d4c-346f24e2fa38_jpg.rf.b3fc54693ee6eb15e6852916157b1c73.jpg,resized_only,Banana,Unripe,Banana,Overripe,0.8431775569915771,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-94bc9bef-ebe4-11ed-8d4c-346f24e2fa38_jpg.rf.b3fc54693ee6eb15e6852916157b1c73.jpg,median3_bilateral,Banana,Unripe,Banana,Overripe,0.8242613077163696,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-94bc9bef-ebe4-11ed-8d4c-346f24e2fa38_jpg.rf.b3fc54693ee6eb15e6852916157b1c73.jpg,median5_bilateral,Banana,Unripe,Banana,Overripe,0.8043808341026306,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-94bc9bef-ebe4-11ed-8d4c-346f24e2fa38_jpg.rf.b3fc54693ee6eb15e6852916157b1c73.jpg,median3_clahe,Banana,Unripe,Banana,Overripe,0.8236510157585144,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-94bc9bef-ebe4-11ed-8d4c-346f24e2fa38_jpg.rf.b3fc54693ee6eb15e6852916157b1c73.jpg,median5_clahe,Banana,Unripe,Banana,Overripe,0.8422002196311951,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-b0639f27-ebe4-11ed-b905-346f24e2fa38_jpg.rf.863c7ba52b3270557e3a8df7ac1905b4.jpg,resized_only,Banana,Unripe,Banana,Overripe,0.8868149518966675,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-b0639f27-ebe4-11ed-b905-346f24e2fa38_jpg.rf.863c7ba52b3270557e3a8df7ac1905b4.jpg,median3_bilateral,Banana,Unripe,Banana,Ripe,0.8613080382347107,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-b0639f27-ebe4-11ed-b905-346f24e2fa38_jpg.rf.863c7ba52b3270557e3a8df7ac1905b4.jpg,median5_bilateral,Banana,Unripe,Banana,Ripe,0.9005143046379089,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-b0639f27-ebe4-11ed-b905-346f24e2fa38_jpg.rf.863c7ba52b3270557e3a8df7ac1905b4.jpg,median3_clahe,Banana,Unripe,Banana,Overripe,0.8716369867324829,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-b0639f27-ebe4-11ed-b905-346f24e2fa38_jpg.rf.863c7ba52b3270557e3a8df7ac1905b4.jpg,median5_clahe,Banana,Unripe,Banana,Overripe,0.8957456946372986,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-cb19c316-7dd8-11ed-a863-ca27fdb58ae8_jpg.rf.0457f5ca973fac594527251221b60ff1.jpg,resized_only,Banana,Unripe,Banana,Unripe,0.4482552707195282,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-cb19c316-7dd8-11ed-a863-ca27fdb58ae8_jpg.rf.0457f5ca973fac594527251221b60ff1.jpg,median3_bilateral,Banana,Unripe,,,0.0,False,False,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-cb19c316-7dd8-11ed-a863-ca27fdb58ae8_jpg.rf.0457f5ca973fac594527251221b60ff1.jpg,median5_bilateral,Banana,Unripe,,,0.0,False,False,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-cb19c316-7dd8-11ed-a863-ca27fdb58ae8_jpg.rf.0457f5ca973fac594527251221b60ff1.jpg,median3_clahe,Banana,Unripe,,,0.0,False,False,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-cb19c316-7dd8-11ed-a863-ca27fdb58ae8_jpg.rf.0457f5ca973fac594527251221b60ff1.jpg,median5_clahe,Banana,Unripe,,,0.0,False,False,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-eaacb68f-7612-11ed-b07f-d0ec6da7db5b_jpg.rf.365270a2d639daab26b19be5d108a4a7.jpg,resized_only,Banana,Unripe,Banana,Unripe,0.6528347730636597,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-eaacb68f-7612-11ed-b07f-d0ec6da7db5b_jpg.rf.365270a2d639daab26b19be5d108a4a7.jpg,median3_bilateral,Banana,Unripe,Banana,Unripe,0.6653707027435303,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-eaacb68f-7612-11ed-b07f-d0ec6da7db5b_jpg.rf.365270a2d639daab26b19be5d108a4a7.jpg,median5_bilateral,Banana,Unripe,Banana,Unripe,0.6533626317977905,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-eaacb68f-7612-11ed-b07f-d0ec6da7db5b_jpg.rf.365270a2d639daab26b19be5d108a4a7.jpg,median3_clahe,Banana,Unripe,Banana,Unripe,0.7347944974899292,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-eaacb68f-7612-11ed-b07f-d0ec6da7db5b_jpg.rf.365270a2d639daab26b19be5d108a4a7.jpg,median5_clahe,Banana,Unripe,Banana,Unripe,0.6990588307380676,True,True,True,True
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_3623_jpg.rf.d5960b06896f27213816c8dfe5514be1.jpg,resized_only,Banana,Unripe,Banana,Overripe,0.9648861289024353,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_3623_jpg.rf.d5960b06896f27213816c8dfe5514be1.jpg,median3_bilateral,Banana,Unripe,Banana,Overripe,0.9658768773078918,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_3623_jpg.rf.d5960b06896f27213816c8dfe5514be1.jpg,median5_bilateral,Banana,Unripe,Banana,Overripe,0.9713645577430725,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_3623_jpg.rf.d5960b06896f27213816c8dfe5514be1.jpg,median3_clahe,Banana,Unripe,Banana,Overripe,0.943075954914093,True,True,False,False
Unripe Banana,C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_3623_jpg.rf.d5960b06896f27213816c8dfe5514be1.jpg,median5_clahe,Banana,Unripe,Banana,Overripe,0.948261559009552,True,True,False,False
