folder,category,image,variant,expected_fruit,freshness_label,predicted_fruit,predicted_ripeness,confidence,detected,fruit_correct,rotten_correct
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f001.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.8794300556182861,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f001.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.875484049320221,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f001.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.8818539381027222,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f281.png,resized_only,Banana,Fresh,,,0.0,False,False,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f281.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.5698959827423096,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f281.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.5114490985870361,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\b_f281.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.5364517569541931,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\Screen Shot 2018-06-12 at 9.59.48 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.8031870722770691,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\Screen Shot 2018-06-12 at 9.59.48 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.8112581968307495,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\Screen Shot 2018-06-12 at 9.59.48 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.8168551921844482,True,True,
freshbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\Screen Shot 2018-06-12 at 9.59.48 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.8033122420310974,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_15_Screen Shot 2018-06-12 at 10.00.07 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.9307783246040344,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_15_Screen Shot 2018-06-12 at 10.00.07 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.9156419634819031,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_15_Screen Shot 2018-06-12 at 10.00.07 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.9098722338676453,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_15_Screen Shot 2018-06-12 at 10.00.07 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.9182648062705994,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.48.39 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.9044783711433411,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.48.39 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.898530900478363,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.48.39 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.8977130055427551,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.48.39 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.9039496183395386,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.59.02 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.8685484528541565,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.59.02 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.8701393604278564,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.59.02 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.8692581653594971,True,True,
freshbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.59.02 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.8715025186538696,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 10.00.21 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.8202568888664246,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 10.00.21 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.8454188108444214,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 10.00.21 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.8539184331893921,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 10.00.21 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.8274984359741211,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.47.51 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.789792537689209,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.47.51 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.793131411075592,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.47.51 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.7960819005966187,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.47.51 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.7874807715415955,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.59.48 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.7755677700042725,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.59.48 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.7889004945755005,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.59.48 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.7940401434898376,True,True,
freshbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\vertical_flip_Screen Shot 2018-06-12 at 9.59.48 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.771766722202301,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 10.00.12 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.5667805075645447,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 10.00.12 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.5903112888336182,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 10.00.12 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.5246540904045105,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 10.00.12 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.6389307379722595,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.45.34 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.5547059178352356,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.45.34 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.5880125164985657,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.45.34 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.6427182555198669,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.45.34 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.5664873123168945,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.59.07 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.8113418817520142,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.59.07 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.8137705326080322,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.59.07 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.8135280013084412,True,True,
freshbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\translation_Screen Shot 2018-06-12 at 9.59.07 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.8176952600479126,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 10.00.00 PM.png,resized_only,Banana,Fresh,,,0.0,False,False,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 10.00.00 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.5988172292709351,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 10.00.00 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.8099272847175598,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 10.00.00 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.6475380659103394,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.40.43 PM.png,resized_only,Banana,Fresh,Banana,Ripe,0.7445189356803894,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.40.43 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.7823541164398193,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.40.43 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.6805422902107239,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.40.43 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.7723254561424255,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.56.33 PM.png,resized_only,Banana,Fresh,,,0.0,False,False,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.56.33 PM.png,median3_bilateral,Banana,Fresh,Banana,Ripe,0.6053497195243835,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.56.33 PM.png,median5_bilateral,Banana,Fresh,Banana,Ripe,0.7469335198402405,True,True,
freshbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshbanana\saltandpepper_Screen Shot 2018-06-12 at 9.56.33 PM.png,median3_clahe,Banana,Fresh,Banana,Ripe,0.6186186671257019,True,True,
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r001.png,resized_only,Banana,Rotten,Banana,Overripe,0.8175884485244751,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r001.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8276923298835754,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r001.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8333661556243896,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r001.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8454232215881348,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r219.png,resized_only,Banana,Rotten,Mango,Overripe,0.5155032277107239,True,False,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r219.png,median3_bilateral,Banana,Rotten,Mango,Overripe,0.41346171498298645,True,False,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r219.png,median5_bilateral,Banana,Rotten,,,0.0,False,False,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\b_r219.png,median3_clahe,Banana,Rotten,Mango,Overripe,0.5015639066696167,True,False,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\Screen Shot 2018-06-12 at 9.28.04 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.7718493342399597,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\Screen Shot 2018-06-12 at 9.28.04 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8237788081169128,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\Screen Shot 2018-06-12 at 9.28.04 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8487368822097778,True,True,False
rottenbanana,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\Screen Shot 2018-06-12 at 9.28.04 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8163565397262573,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_15_Screen Shot 2018-06-12 at 8.47.51 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.7999695539474487,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_15_Screen Shot 2018-06-12 at 8.47.51 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8200169801712036,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_15_Screen Shot 2018-06-12 at 8.47.51 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8252361416816711,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_15_Screen Shot 2018-06-12 at 8.47.51 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8267108201980591,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.04.41 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.7917880415916443,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.04.41 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8043283820152283,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.04.41 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8101906776428223,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_45_Screen Shot 2018-06-12 at 9.04.41 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8118621110916138,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.27.46 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.8544344902038574,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.27.46 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8530808091163635,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.27.46 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8509846925735474,True,True,False
rottenbanana,rotated,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\rotated_by_75_Screen Shot 2018-06-12 at 9.27.46 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8597781658172607,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 8.48.07 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.7323057651519775,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 8.48.07 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.656520426273346,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 8.48.07 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.6795119047164917,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 8.48.07 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.7245930433273315,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.09.55 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.7178475260734558,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.09.55 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.7482163906097412,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.09.55 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.7867360711097717,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.09.55 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.6936689615249634,True,True,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.28.09 PM.png,resized_only,Banana,Rotten,,,0.0,False,False,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.28.09 PM.png,median3_bilateral,Banana,Rotten,,,0.0,False,False,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.28.09 PM.png,median5_bilateral,Banana,Rotten,,,0.0,False,False,False
rottenbanana,vertical,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\vertical_flip_Screen Shot 2018-06-12 at 9.28.09 PM.png,median3_clahe,Banana,Rotten,,,0.0,False,False,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 8.48.18 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.8803359866142273,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 8.48.18 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8762053847312927,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 8.48.18 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8683664202690125,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 8.48.18 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8586418628692627,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.07.04 PM.png,resized_only,Banana,Rotten,Banana,Ripe,0.5544358491897583,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.07.04 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.5643649101257324,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.07.04 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.5815878510475159,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.07.04 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.5425666570663452,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.27.56 PM.png,resized_only,Banana,Rotten,Banana,Overripe,0.7615127563476562,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.27.56 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.8196471929550171,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.27.56 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8527079224586487,True,True,False
rottenbanana,translation,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\translation_Screen Shot 2018-06-12 at 9.27.56 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.8071087598800659,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 8.47.51 PM.png,resized_only,Banana,Rotten,,,0.0,False,False,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 8.47.51 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.7428945899009705,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 8.47.51 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.8873932957649231,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 8.47.51 PM.png,median3_clahe,Banana,Rotten,Banana,Overripe,0.7409307956695557,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.03.55 PM.png,resized_only,Banana,Rotten,,,0.0,False,False,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.03.55 PM.png,median3_bilateral,Banana,Rotten,Banana,Overripe,0.6222837567329407,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.03.55 PM.png,median5_bilateral,Banana,Rotten,Banana,Overripe,0.6726844310760498,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.03.55 PM.png,median3_clahe,Banana,Rotten,,,0.0,False,False,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.27.41 PM.png,resized_only,Banana,Rotten,Orange,Rotten,0.6224022507667542,True,False,True
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.27.41 PM.png,median3_bilateral,Banana,Rotten,Banana,Ripe,0.6526356935501099,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.27.41 PM.png,median5_bilateral,Banana,Rotten,Banana,Ripe,0.6184553503990173,True,True,False
rottenbanana,saltandpepper,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\rottenbanana\saltandpepper_Screen Shot 2018-06-12 at 9.27.41 PM.png,median3_clahe,Banana,Rotten,Banana,Ripe,0.673673689365387,True,True,False
freshoranges,original,C:\Users\Kai\Documents\Image Processing\assgm\dataset\Test\freshoranges\Screen Shot 2018-06-12 at 11.50.14 PM.png,resized_only,Orange,Fresh,Orange,Ripe,0.8765268325805664,True,True,
