image,folder,expected_fruit,preprocessing_suitability,blur_status,exposure_status,contrast_status,blur_score,current_top_prediction,current_top_confidence,current_top1_correct,current_any_hit,current_detection_count,current_expected_box_count,current_extra_expected_boxes,current_false_positive_count,current_predictions,current_model_a_raw_count,current_model_c_raw_count,current_model_d_raw_count,restricted_model_a_top_prediction,restricted_model_a_top_confidence,restricted_model_a_top1_correct,restricted_model_a_any_hit,restricted_model_a_detection_count,restricted_model_a_expected_box_count,restricted_model_a_extra_expected_boxes,restricted_model_a_false_positive_count,restricted_model_a_predictions,restricted_model_a_model_a_raw_count,restricted_model_a_model_c_raw_count,restricted_model_a_model_d_raw_count
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-5ffa2369-7ddb-11ed-93e2-ca27fdb58ae8_jpg.rf.2646d4d044e939e0ad5e6c8c2b1db32f.jpg,Ripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,296.6851156940684,Banana,0.9716611504554749,True,True,1,1,0,0,Banana,1,0,1,Banana,0.5388964414596558,True,True,1,1,0,0,Banana,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-754d5cbe-79f2-11ed-82b5-c0b87d5d3464_jpg.rf.4fa1ab921c3a6dc496312d2a474b8cbd.jpg,Ripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,1252.3617961965501,Banana,0.690351665019989,True,True,1,1,0,0,Banana,1,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-8d534f83-7613-11ed-85ac-d0ec6da7db5b_jpg.rf.919d908bdebd51d07952ff8a96c9d0b9.jpg,Ripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,380.5855696462095,Banana,0.7377089262008667,True,True,1,1,0,0,Banana,1,1,1,Banana,0.7377089262008667,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-a812de01-ebec-11ed-a5d9-346f24e2fa38_jpg.rf.701c4b1a61e83e637c84c84806e7e9ff.jpg,Ripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,1518.3747797971591,Banana,0.889484167098999,True,True,2,2,1,0,Banana; Banana,2,2,2,Banana,0.7066437602043152,True,True,2,2,1,0,Banana; Banana,0,2,2
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-caf6dca5-ebec-11ed-a19c-346f24e2fa38_jpg.rf.4c7a909f406a218ebb3445c439ca79e9.jpg,Ripe Banana,Banana,Review required,Acceptable,Acceptable,Low,357.0161127448082,Banana,0.7600170969963074,True,True,2,2,1,0,Banana; Banana,3,1,1,Banana,0.5772462487220764,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana-f5de363c-eb52-11ed-9d82-088fc3734c75_jpg.rf.07bd1cc24dd21abc1c8cc0b12461f6fb.jpg,Ripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,489.79635443910956,Banana,0.835333526134491,True,True,3,3,2,0,Banana; Banana; Banana,3,0,1,Banana,0.45534688234329224,True,True,1,1,0,0,Banana,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Banana\Ripe_Banana_0_970_jpg.rf.2047abb85e8e5a72a09f4fb67b1716ea.jpg,Ripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,435.73885703086853,Banana,0.8675562739372253,True,True,1,1,0,0,Banana,1,0,1,Banana,0.623460054397583,True,True,1,1,0,0,Banana,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\05E621YQ1UN9_jpg.rf.842343d7fa930abe265c716e8071239a.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,3197.472617149353,Grape,0.8239361643791199,True,True,2,2,1,0,Grape; Grape,2,1,1,Grape,0.7431962490081787,True,True,1,1,0,0,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-07-39-56_mp4-0303_jpg.rf.a8d1a2d19eac5d4a647c8d5958ae859a.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,1906.8303104033694,Grape,0.8375146389007568,True,True,2,1,0,1,Grape; Banana,1,0,1,Banana,0.43956881761550903,False,False,1,0,0,1,Banana,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0205_jpg.rf.999f7d4cf6e6525749054ceff42b261a.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,692.798613127321,Grape,0.6436155438423157,True,True,1,1,0,0,Grape,1,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-12-11-19-43-1-_mp4-0264_jpg.rf.e2b73979b21137f523ab421a57868f69.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,1132.9444033950567,Grape,0.4750337600708008,True,True,1,1,0,0,Grape,1,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0175_jpg.rf.f1287bcaae23c6bda4227d549ec54b14.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,452.5296647613868,Grape,0.7616832852363586,True,True,1,1,0,0,Grape,1,0,1,Apple,0.5598697066307068,False,False,1,0,0,1,Apple,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\2024-06-19-11-31-32_mp4-0399_jpg.rf.edf3a3fd9f4d8b13ac8fc5bb0b377709.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,1436.1583365052938,Grape,0.740250825881958,True,True,1,1,0,0,Grape,1,0,1,Grape,0.3727785646915436,True,True,1,1,0,0,Grape,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\371_png.rf.ad4e750afd96f3643d1ce502434527e6.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,251.36938674654812,Grape,0.7496125102043152,True,True,1,1,0,0,Grape,1,1,1,Grape,0.689364492893219,True,True,1,1,0,0,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\8N2VGZGERMPJ_jpg.rf.510fbb8fc69d82174dc25a9120ec0815.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,9071.244629170746,Grape,0.7239363789558411,True,True,3,3,2,0,Grape; Grape; Grape,3,1,2,Grape,0.7239363789558411,True,True,2,1,0,1,Grape; Banana,0,1,2
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\I5XN3RRNRXE8_jpg.rf.15d1980099113b8ce12cc7c1961db6a4.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,12245.324446901679,Grape,0.8186942934989929,True,True,11,11,10,0,Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape,4,6,10,Grape,0.8186942934989929,True,True,11,11,10,0,Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape; Grape,0,6,10
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Grape\ZENZ51IVM0TN_jpg.rf.41e369ebb5f35bf6b7e09cafc4c118dc.jpg,Ripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,5356.86182468757,Grape,0.8483428955078125,True,True,1,1,0,0,Grape,1,1,1,Grape,0.8370348811149597,True,True,1,1,0,0,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-003f5109-ebd2-11ed-9060-346f24e2fa38_jpg.rf.907bf1d0b668baeb8a7f519b8b0a606f.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,310.1231123059988,Orange,0.7325998544692993,False,False,2,0,0,2,Orange; Orange,2,0,1,Grape,0.43718400597572327,False,False,1,0,0,1,Grape,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-21ed01e7-ebd2-11ed-b0bd-346f24e2fa38_jpg.rf.733ae453360204eb7ef56d1bed8045b2.jpg,Ripe Mango,Mango,Review required,Acceptable,Acceptable,Low,84.07615374028683,Peach,0.589033842086792,False,False,3,0,0,3,Peach; Orange; Orange,3,0,1,Peach,0.589033842086792,False,False,1,0,0,1,Peach,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-435206e6-ebe1-11ed-a024-346f24e2fa38_jpg.rf.731125c9dc8fe57096e9ebc612ab70c4.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,868.2908933013678,Orange,0.551023542881012,False,False,1,0,0,1,Orange,1,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-650259e6-ebee-11ed-945b-346f24e2fa38_jpg.rf.5a6ff42b43d769b8810b699817c25886.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,1114.8042573779821,Peach,0.8273574113845825,False,False,2,0,0,2,Peach; Grape,2,1,2,Peach,0.8273574113845825,False,False,2,0,0,2,Peach; Grape,0,1,2
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-88d85664-ebed-11ed-bd63-346f24e2fa38_jpg.rf.a033bfcfc6d7df0df61efabaefbdb074.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,1592.9487299323082,No detection,,False,False,0,0,0,0,,0,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-a733e771-ebee-11ed-9273-346f24e2fa38_jpg.rf.3786626b8664d042c01d4e40c4bf7db7.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,68.11358758434653,Apple,0.9166709184646606,False,False,2,0,0,2,Apple; Peach,2,2,2,Apple,0.9166709184646606,False,False,2,0,0,2,Apple; Peach,0,2,2
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-c1ee9099-ebd2-11ed-acf3-346f24e2fa38_jpg.rf.3fe9acaf57726993456136337804c42b.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,6341.63767364528,Grape,0.8472890257835388,False,False,4,0,0,4,Grape; Grape; Melon; Orange,4,4,2,Grape,0.8472890257835388,False,False,4,0,0,4,Grape; Grape; Melon; Grape,0,4,2
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-dd11db47-ebed-11ed-9023-346f24e2fa38_jpg.rf.23a6b8bf25e3e272b06182b4904525ea.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,1197.2763946317136,Grape,0.6448858380317688,False,False,2,0,0,2,Grape; Banana,1,1,0,Grape,0.6448858380317688,False,False,1,0,0,1,Grape,0,1,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango-fe144afc-ebd2-11ed-8296-346f24e2fa38_jpg.rf.084a2c0003b989e1c023ca7e3050a3be.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,5840.403483993374,Melon,0.8664449453353882,False,False,2,0,0,2,Melon; Orange,1,1,0,Melon,0.8664449453353882,False,False,1,0,0,1,Melon,0,1,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Ripe Mango\Ripe_Mango_0_990_jpg.rf.01220b5b230cb111770a5686211bde76.jpg,Ripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,460.011284111999,Apple,0.5359037518501282,False,False,2,0,0,2,Apple; Orange,2,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\01-00-00002_JPG.rf.2c0bb1ed2cc303675d0021138ba2c9d1.jpg,Unripe Apple,Apple,Review required,Acceptable,Acceptable,Low,186.497142162174,Apple,0.9740608334541321,True,True,1,1,0,0,Apple,1,0,1,Apple,0.3228453993797302,True,True,1,1,0,0,Apple,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\01-00-00080_JPG.rf.ede224704b49271c9bd916101a66ff90.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,202.09693813323975,Apple,0.9048938155174255,True,True,1,1,0,0,Apple,1,0,1,Apple,0.39218994975090027,True,True,1,1,0,0,Apple,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\56_png.rf.a91efc0a7f20f907760c217b097efe4e.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,1038.4759973883629,Apple,0.7954261302947998,True,True,1,1,0,0,Apple,1,0,1,Banana,0.512854278087616,False,False,1,0,0,1,Banana,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\Apple-De03241_png.rf.7f329fb484523e30b2fb5395919ace8d.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,5950.774475633167,Apple,0.9335642457008362,True,True,2,2,1,0,Apple; Apple,2,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\Apple-De13161_png.rf.b491ad280a21024a0b88eeeb2c3d8c47.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,5582.472269639373,Apple,0.6298061609268188,True,True,3,3,2,0,Apple; Apple; Apple,3,1,0,Apple,0.6298061609268188,True,True,1,1,0,0,Apple,0,1,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\Apple-dee10921_png.rf.bbed4c2015e998fca9751b5a128c5a87.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,4856.4466962218285,Apple,0.814012885093689,True,True,6,6,5,0,Apple; Apple; Apple; Apple; Apple; Apple,6,0,1,Apple,0.4850524663925171,True,True,1,1,0,0,Apple,0,0,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\applee08180_png.rf.809a35cc905e746ea74bcee19e2df76a.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,5180.096807203256,Apple,0.8334178924560547,True,True,3,3,2,0,Apple; Apple; Apple,3,1,0,Pear,0.4736792743206024,False,False,1,0,0,1,Pear,0,1,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\futfut_apple-5-_jpeg.rf.942a7dd72690a769e4b6254d02ed66e4.jpg,Unripe Apple,Apple,Review required,Acceptable,Overexposed,Acceptable,1364.2353165112436,Apple,0.8936743140220642,True,True,1,1,0,0,Apple,0,1,1,Apple,0.8936743140220642,True,True,1,1,0,0,Apple,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\r0_43_jpg.rf.a42f4c850388af00fd0c13eaa2e2cb88.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,3848.5002312511206,Apple,0.9831919074058533,True,True,1,1,0,0,Apple,1,1,1,Apple,0.9831919074058533,True,True,1,1,0,0,Apple,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Apple\scene03726_png.rf.e82db79919f48286be80c2b001c614db.jpg,Unripe Apple,Apple,Acceptable,Acceptable,Acceptable,Acceptable,5381.003661072813,Apple,0.964677095413208,True,True,1,1,0,0,Apple,1,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-00580edf-7dd9-11ed-9168-ca27fdb58ae8_jpg.rf.c98734c3f893939e9c8a6064f6bc735d.jpg,Unripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,243.52317810058594,Banana,0.7880463004112244,True,True,1,1,0,0,Banana,1,2,1,Banana,0.7880463004112244,True,True,1,1,0,0,Banana,0,2,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-2c6a5f8a-ebe5-11ed-b05e-346f24e2fa38_jpg.rf.9563f89c1623d03e42e840fff91fefa2.jpg,Unripe Banana,Banana,Review required,Acceptable,Overexposed,Acceptable,1092.3633134653792,Banana,0.9558905959129333,True,True,1,1,0,0,Banana,2,1,1,Banana,0.9558905959129333,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-516eb4c3-7dd9-11ed-9895-ca27fdb58ae8_jpg.rf.688aa6430d9afa2e64e2eb622e73c9a6.jpg,Unripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,320.24801666941494,Banana,0.547278642654419,True,True,1,1,0,0,Banana,1,1,1,Banana,0.547278642654419,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-740a0dd9-ebcb-11ed-b0d4-346f24e2fa38_jpg.rf.b4af3e7e5b400c59443d807ae8cb7a44.jpg,Unripe Banana,Banana,Review required,Acceptable,Acceptable,Low,105.79990115668625,Banana,0.5251782536506653,True,True,1,1,0,0,Banana,2,1,1,Banana,0.4887060523033142,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-94bc9bef-ebe4-11ed-8d4c-346f24e2fa38_jpg.rf.b3fc54693ee6eb15e6852916157b1c73.jpg,Unripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,1534.3145429035649,Banana,0.8631400465965271,True,True,1,1,0,0,Banana,1,1,1,Banana,0.8631400465965271,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-b0639f27-ebe4-11ed-b905-346f24e2fa38_jpg.rf.863c7ba52b3270557e3a8df7ac1905b4.jpg,Unripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,1346.3272060519084,Banana,0.9000228643417358,True,True,1,1,0,0,Banana,1,2,1,Banana,0.9000228643417358,True,True,1,1,0,0,Banana,0,2,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-cb19c316-7dd8-11ed-a863-ca27fdb58ae8_jpg.rf.0457f5ca973fac594527251221b60ff1.jpg,Unripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,177.49860286712646,No detection,,False,False,0,0,0,0,,0,0,0,No detection,,False,False,0,0,0,0,,0,0,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana-eaacb68f-7612-11ed-b07f-d0ec6da7db5b_jpg.rf.365270a2d639daab26b19be5d108a4a7.jpg,Unripe Banana,Banana,Review required,Acceptable,Overexposed,Acceptable,1725.0440179668367,Banana,0.6989924311637878,True,True,1,1,0,0,Banana,1,1,1,Banana,0.6989924311637878,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_3623_jpg.rf.d5960b06896f27213816c8dfe5514be1.jpg,Unripe Banana,Banana,Acceptable,Acceptable,Acceptable,Acceptable,498.711488856934,Banana,0.9508827924728394,True,True,1,1,0,0,Banana,0,1,1,Banana,0.9508827924728394,True,True,1,1,0,0,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Banana\Raw_Banana_0_929_jpg.rf.04e7cda8d9226bbafcf1bc07a6b76bb4.jpg,Unripe Banana,Banana,Review required,Acceptable,Overexposed,Acceptable,814.9495443068445,Banana,0.8119404315948486,True,True,1,1,0,0,Banana,0,2,1,Banana,0.8119404315948486,True,True,1,1,0,0,Banana,0,2,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\028425cf-278_jpg.rf.f78f483a2fb51405588ebb457296d121.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,8636.236743297428,Grape,0.7752611637115479,True,True,3,3,2,0,Grape; Grape; Grape,2,3,1,Grape,0.7665057182312012,True,True,3,3,2,0,Grape; Grape; Grape,0,3,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-07-39-56_mp4-0267_jpg.rf.8adb3691a1b936476277a7b3bb0e118a.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,2008.298650613986,Grape,0.7086633443832397,True,True,2,2,1,0,Grape; Grape,2,2,1,Grape,0.586030900478363,True,True,2,2,1,0,Grape; Grape,0,2,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-12-11-19-43-1-_mp4-0124_jpg.rf.8f43daab5a63f301773c4418ab4d23f0.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,666.1137871807441,Grape,0.8037257194519043,True,True,1,1,0,0,Grape,1,1,0,Grape,0.350931316614151,True,True,1,1,0,0,Grape,0,1,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0005_jpg.rf.14bed68b5b7a03708156672cfb226580.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,1184.1650173952803,Grape,0.6558293700218201,True,True,1,1,0,0,Grape,0,1,1,Grape,0.6558293700218201,True,True,1,1,0,0,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\2024-06-19-11-31-32_mp4-0317_jpg.rf.222166fa8b82c100909d809214f74159.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,1822.071378763765,Grape,0.4855883717536926,True,True,2,1,0,1,Grape; Orange,1,1,0,Orange,0.3066859543323517,False,False,1,0,0,1,Orange,0,1,0
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\287_png.rf.a9791de1d9e25ae87dfb0f1fde98f75f.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,702.185211009346,Grape,0.6426444053649902,True,True,1,1,0,0,Grape,1,1,1,Grape,0.6322259902954102,True,True,1,1,0,0,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\4698c38e-156_jpg.rf.463a992cd01db3962566e1bb655ee850.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,6156.226437985897,Grape,0.7874234914779663,True,True,3,3,2,0,Grape; Grape; Grape,2,3,1,Grape,0.7874234914779663,True,True,3,3,2,0,Grape; Grape; Grape,0,3,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\PXL_20230819_121106107_jpg.rf.0d52ed26382323824011f10a1f3a5f30.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,5579.407430811785,Grape,0.7549428343772888,True,True,4,4,3,0,Grape; Grape; Grape; Grape,2,3,3,Grape,0.7549428343772888,True,True,4,4,3,0,Grape; Grape; Grape; Grape,0,3,3
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\c9a6e6c6-346_jpg.rf.30f4012d0d60c524b435b9961236a697.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,7352.6496524214745,Grape,0.8189600110054016,True,True,3,3,2,0,Grape; Grape; Grape,1,5,3,Grape,0.7601544260978699,True,True,4,4,3,0,Grape; Grape; Grape; Grape,0,5,3
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Grape\vine22_jpg.rf.78ac5feb3bf7452adcf496d838ec26a6.jpg,Unripe Grape,Grape,Acceptable,Acceptable,Acceptable,Acceptable,6320.717327668332,Grape,0.7130889892578125,True,True,1,1,0,0,Grape,2,2,2,Grape,0.49809694290161133,True,True,2,2,1,0,Grape; Grape,0,2,2
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-002bda5c-ebdb-11ed-9978-346f24e2fa38_jpg.rf.69c2d959d3598360ad247fa1fa76c0b0.jpg,Unripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,1526.0070491991937,Grape,0.8948689699172974,False,False,3,0,0,3,Grape; Apple; Apple,3,2,1,Grape,0.8948689699172974,False,False,2,0,0,2,Grape; Grape,0,2,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-23130ced-ebdb-11ed-bdad-346f24e2fa38_jpg.rf.1ab1befa54996a6860846e6c1d303843.jpg,Unripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,2531.4420951893553,Grape,0.8360656499862671,False,False,2,0,0,2,Grape; Apple,2,1,1,Grape,0.8360656499862671,False,False,1,0,0,1,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-44c4ee22-ebdb-11ed-8972-346f24e2fa38_jpg.rf.caf8083628219c4472ace9b3f75d1b5a.jpg,Unripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,2133.576773107052,Apple,0.4539512097835541,False,False,2,0,0,2,Apple; Orange,1,1,1,Orange,0.3590511083602905,False,False,1,0,0,1,Orange,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-667a3a38-ebdb-11ed-8e18-346f24e2fa38_jpg.rf.ed2b98e34cd8c0620410f048c54ab386.jpg,Unripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,1613.741263255477,Grape,0.9519295692443848,False,False,4,0,0,4,Grape; Apple; Apple; Apple,3,1,1,Grape,0.9519295692443848,False,False,1,0,0,1,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-8862b7de-ebcf-11ed-9179-346f24e2fa38_jpg.rf.0de2789eae9494210a75b35d92f37c1a.jpg,Unripe Mango,Mango,Acceptable,Acceptable,Acceptable,Acceptable,639.8453409522772,Grape,0.7675463557243347,False,False,1,0,0,1,Grape,1,1,1,Grape,0.7675463557243347,False,False,1,0,0,1,Grape,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-a28fbf1b-ebe7-11ed-848e-346f24e2fa38_jpg.rf.0650a698cc0dc6e6d53cfaed0a697d09.jpg,Unripe Mango,Mango,Review required,Acceptable,Overexposed,Acceptable,2118.4593453258276,Banana,0.885079026222229,False,False,2,0,0,2,Banana; Banana,2,1,1,Banana,0.885079026222229,False,False,1,0,0,1,Banana,0,1,1
C:\Users\Kai\Documents\Image Processing\assgm\archive (1)\Unripe Mango\Raw_Mango-bae5f3e4-ebcf-11ed-a82d-346f24e2fa38_jpg.rf.8fb0aa131a136c270a8a1bb5326baad4.jpg,Unripe Mango,Mango,Review required,Acceptable,Acceptable,Low,137.3253869181499,Apple,0.8043524622917175,False,False,3,0,0,3,Apple; Grape; Apple,2,0,1,Grape,0.788429319858551,False,False,1,0,0,1,Grape,0,0,1
